Confronto,N_STUDIO,Media_STUDIO,SD_STUDIO,N_DIDATTICA,Media_DIDATTICA,SD_DIDATTICA,Differenza_medie,t-statistic,p-value,Cohens_d,Levene_statistic,Levene_p-value,Varianze_omogenee,Significativo_0.05,Significativo_0.01,Significativo_0.001,Significatività
STUDIO vs DIDATTICA,270,3.912962962962963,7.362672011138657,457,1.9037199124726476,4.0915412519142205,2.0092430504903156,4.728698574249957,2.7157990888828726e-06,0.3629684313782659,12.525717600570761,0.00042699605186912327,False,True,True,True,Altamente significativo
