Confronto,N_STUDIO,Media_STUDIO,SD_STUDIO,N_DIDATTICA,Media_DIDATTICA,SD_DIDATTICA,Differenza_medie,t-statistic,p-value,Cohens_d,Levene_statistic,Levene_p-value,Varianze_omogenee,Significativo_0.05,Significativo_0.01,Significativo_0.001,Significatività
STUDIO vs DIDATTICA,270,3.912962962962963,7.362672011138657,448,1.8816964285714286,4.120861400446201,2.031266534391534,4.737732151302235,2.606951238128028e-06,0.3650159458618288,12.531166410633265,0.0004261016151197658,False,True,True,True,Altamente significativo
